,title,image,recipe keys,personal points,calories,summary
886,Zesty Lime Shrimp and Avocado Salad,https://www.skinnytaste.com/wp-content/uploads/2015/06/Zesty-Lime-Shrimp-_-Avocado-Salsa-6.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Kid Friendly', 'Low Carb', 'Under 30 Minutes', 'Whole30 Recipes']",2,197,"Zesty Lime Shrimp and Avocado Salad, a light and refreshing salad that requires no cooking! Lime juice and cilantro are the key ingredients to creating this wonderful, healthy salad you’ll want to make all summer long."
887,Breakfast BLT,https://www.skinnytaste.com/wp-content/uploads/2019/06/BLT-Egg-Sandwich-8.jpg,"['Dairy Free Recipes', 'Gluten Free', 'High-Fiber Recipes', 'Kid Friendly', 'Under 30 Minutes']",6,288,"Breakfast BLT made with center cut bacon, lettuce, tomato and egg on whole wheat bread."
888,Mexican Shrimp Diablo,https://www.skinnytaste.com/wp-content/uploads/2019/06/Mexican-Shrimp-Diablo-4.jpg,"['Gluten Free', 'High-Fiber Recipes', 'Under 30 Minutes']",3,281,"This delicious Mexican Shrimp dish is made with saucy Chipotle shrimp served over a bed of corn, zucchini, and red onions, and served with a side of avocado."
889,Salmon Avocado Salad,https://www.skinnytaste.com/wp-content/uploads/2019/06/Salmon-Avocado-Salad-8.jpg,"['Dairy Free Recipes', 'Gluten Free', 'High Protein Recipes', 'High-Fiber Recipes', 'Low Carb', 'Under 30 Minutes', 'Whole30 Recipes']",4,329,This Salmon Avocado Salad is made with my two favorite super foods – avocado and wild salmon. I could eat this every day!
890,Campfire Dinner Meatloaf Foil Packets,https://www.skinnytaste.com/wp-content/uploads/2019/06/Campfire-Meatloaf-Dinner-Foil-11.jpg,[],8,397,"These Campfire Meatloaf Foil Packets are great for camping, glamping or for an easy weeknight dinner made with turkey meatloaf, BBQ sauce and succotash."
891,Chicken Chimichangas,https://www.skinnytaste.com/wp-content/uploads/2019/06/Chicken-Chimichangas-09.jpg,"['Air Fryer Recipes', 'High-Fiber Recipes', 'Kid Friendly']",7,391,"Crispy chicken chimichangas (air fryer or baked) are a healthier twist on the Tex-Mex favorite! They’re filled with cheese, green chiles, and seasoned shredded chicken, then topped with fresh pico de gallo."
892,Chickpea Salad with Cucumbers and Tomatoes,https://www.skinnytaste.com/wp-content/uploads/2019/06/Chickpea-Salad-3.jpg,"['Dairy Free Recipes', 'Gluten Free', 'High-Fiber Recipes', 'Under 30 Minutes', 'Vegetarian Meals']",1,182,"This healthy, summer Chickpea Salad with cucumbers and tomatoes is great for lunch or as a side dish with anything you’re grilling!"
893,Air Fryer Chicken Breast,https://www.skinnytaste.com/wp-content/uploads/2019/06/How-To-Make-Juicy-Air-Fryer-Chicken-Breasts-8.jpg,"['Air Fryer Recipes', 'Dairy Free Recipes', 'Gluten Free', 'Kid Friendly', 'Low Carb', 'Meal Prep Recipes', 'Whole30 Recipes']",0,208,This foolproof recipe for making boneless air fryer chicken breast will give you perfectly juicy chicken every time.
894,Air Fryer Asian-Glazed Boneless Chicken Thighs,https://www.skinnytaste.com/wp-content/uploads/2019/06/Air-Fryer-Asian-Glazed-Boneless-Chicken-Thighs-4.jpg,"['Air Fryer Recipes', 'Dairy Free Recipes', 'Kid Friendly', 'Low Carb', 'Under 30 Minutes']",8,297,"These Air Fryer Asian-Glazed Boneless Chicken Thighs come out so juicy and delicious, I’m simply obsessed with this recipe!"
895,Taco Stuffed Zucchini Boats,https://www.skinnytaste.com/wp-content/uploads/2013/07/Turkey-Taco-Zucchini-Boats-1-7.jpg,"['Gluten Free', 'High-Fiber Recipes', 'Kid Friendly', 'Low Carb']",6,269,"These low-carb stuffed turkey taco zucchini boats are so easy and delicious, a fun twist on taco night!"
896,Grilled Cumin Spiced Pork Tenderloin,https://www.skinnytaste.com/wp-content/uploads/2014/06/Skinnytaste-Grilled-Cumin-Spiced-Pork-Tenderloin-9.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Kid Friendly', 'Low Carb', 'Under 30 Minutes', 'Whole30 Recipes']",2,162,"This easy Grilled Cumin Spiced Pork Tenderloin is perfect for summer nights. I season it with a quick, flavorful rub then throw it on the grill. While it cooks for 30 minutes, I make a salad and dinner is ready!"
897,Vegan Caesar Salad,https://www.skinnytaste.com/wp-content/uploads/2019/06/Grilled-Romaine-Vegan-Caesar-Wedges-9.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Low Carb', 'Under 30 Minutes', 'Vegetarian Meals', 'Whole30 Recipes']",1,123,"This Vegan Caesar Salad is delicious! The Caesar Salad dressing is made with raw cashews to make it creamy along with lemon juice, Dijon, garlic and capers."
898,Pineapple Shrimp Fried Rice,https://www.skinnytaste.com/wp-content/uploads/2011/07/Pineapple-Shrimp-Fried-Rice-5.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Kid Friendly', 'Under 30 Minutes']",5,431,"I love this Malaysian-inspired Pineapple Shrimp Fried Rice, it has a delicious flavor combination of savory, sweet and spicy. Serve it in hollowed out pineapples for a beautiful presentation!"
899,Air Fryer Cajun Shrimp Dinner,https://www.skinnytaste.com/wp-content/uploads/2019/05/Air-Fryer-Cajun-Shrimp-Dinner-2.jpg,"['Air Fryer Recipes', 'Dairy Free Recipes', 'Gluten Free', 'Kid Friendly', 'Low Carb', 'Whole30 Recipes']",4,284,"This fast and easy Air Fryer Cajun Shrimp recipe is a meal-in-one, made with shrimp, sausage, and lots of colorful vegetables such as zucchini, yellow squash and bell peppers."
900,California Grilled Chicken Avocado and Mango Salad,https://www.skinnytaste.com/wp-content/uploads/2012/05/GRILLED-CHICKEN-AVOCADO-AND-MANGO-SALAD-3.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Kid Friendly', 'Low Carb', 'Under 30 Minutes', 'Whole30 Recipes']",4,258,"Grilled Chicken pairs beautifully with avocados and mangoes in this delicious salad, perfect for those warmer nights you don’t want to heat up the kitchen."
901,Parmesan-Basil Air Fryer Salmon (or Baked),https://www.skinnytaste.com/wp-content/uploads/2019/05/Air-Fryer-Basil-Parmesan-Salmon-8.jpg,"['Air Fryer Recipes', 'Gluten Free', 'Kid Friendly', 'Low Carb', 'Under 30 Minutes']",3,289,"I’m obsessed with this Basil-Parmesan Air Fryer Salmon recipe! It comes out perfectly juicy in the air fryer, or bake it in the oven!"
902,Potato and Green Bean Salad,https://www.skinnytaste.com/wp-content/uploads/2009/02/Potato-and-Green-Bean-Salad-6.jpg,"['Dairy Free Recipes', 'Gluten Free', 'High-Fiber Recipes', 'Kid Friendly', 'Vegetarian Meals', 'Whole30 Recipes']",4,153,"This Potato and Green Bean Salad with balsamic vinaigrette is a delicious mayo-free potato salad, perfect for potlucks and a great side dish with anything you’re grilling!"
903,Mediterranean Sea Bass,https://www.skinnytaste.com/wp-content/uploads/2019/05/Mediterranean-Sea-Bass-10.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Kid Friendly', 'Low Carb', 'Under 30 Minutes']",3,362,"This healthy Mediterranean Sea Bass is smothered in a piquant, healthy, Mediterranean-inspired sauce made from tomatoes, white wine, fennel and olives."
904,Everything Parmesan Crisps,https://www.skinnytaste.com/wp-content/uploads/2019/05/Everything-Parmesan-Crisps-9.jpg,"['Gluten Free', 'Kid Friendly', 'Low Carb', 'Under 30 Minutes']",2,66,"I love making these Everything Parmesan Crisps as a low-carb snack, to add to Caesar salad in place of croutons, with soup, or a great addition to any charcuterie board as an appetizer."
905,Green Detox Soup with Toasted Hemp Gremolata,https://www.skinnytaste.com/wp-content/uploads/2019/05/Actually-Delicious-Green-Detox-Soup-with-Toasted-Hemp-Gremolata-5.jpg,"['Dairy Free Recipes', 'Gluten Free', 'High-Fiber Recipes', 'Under 30 Minutes', 'Vegetarian Meals', 'Whole30 Recipes']",9,413,"Delicious Green Detox Soup with Toasted Hemp Gremolata is not your typical detox soup, this one is loaded with healthy fats and hemp seeds, a complete protein so it keeps you full too! Perfect if you need a reset from a weekend spent indulging!"
906,Air Fryer Hard Boiled Eggs,https://www.skinnytaste.com/wp-content/uploads/2019/05/Air-Fryer-Hard-Boiled-Eggs-13.jpg,"['Air Fryer Recipes', 'Dairy Free Recipes', 'Gluten Free', 'Kid Friendly', 'Low Carb', 'Under 30 Minutes', 'Vegetarian Meals', 'Whole30 Recipes']",0,78,"Making hard boiled eggs in the air fryer is so quick and easy, no water needed! It’s the only way I cook eggs now!"
907,Crispy Avocado Egg Rolls (Air Fryer or Oven),https://www.skinnytaste.com/wp-content/uploads/2019/04/Avocado-Egg-Rolls-with-Sweet-and-Spicy-Dipping-Sauce-10.jpg,"['Air Fryer Recipes', 'Dairy Free Recipes', 'Kid Friendly', 'Under 30 Minutes', 'Vegetarian Meals']",4,148,"These easy Air Fryer Avocado Egg Rolls are inspired by the Cheesecake Factory egg rolls, only healthier because they are made in the Air fryer or oven."
908,Smoked Salmon Breakfast Flatbread,https://www.skinnytaste.com/wp-content/uploads/2019/04/Smoked-Salmon-Breakfast-Flatbread-7.jpg,"['Air Fryer Recipes', 'Gluten Free', 'Under 30 Minutes']",6,247,"These everything bagel flatbreads, which are great for breakfast or breakfast-for-dinner combine two of my favorite foods – lox and everything bagel seasoning!"
909,Ranch Chicken Salad,https://www.skinnytaste.com/wp-content/uploads/2019/04/RANCH-CHICKEN-SALAD-11.jpg,"['Gluten Free', 'Low Carb', 'Meal Prep Recipes', 'Under 30 Minutes']",3,167,This light and easy chicken salad recipe made with leftover rotisserie chicken breast meat and my homemade ranch dressing. Great for lunch and meal prep!
910,Key Lime Yogurt Pie,https://www.skinnytaste.com/wp-content/uploads/2019/04/Key-Lime-Yogurt-Pie-7.jpg,"['Gluten Free', 'Kid Friendly']",7,139,"This easy Key Lime Yogurt Pie is a cross between a key lime pie and a key lime cheesecake with a light, creamy filling that is sweet and tart, made with key lime juice, yogurt and cream cheese in a graham cracker crust."
911,Chicken Parmesan Lasagna,https://www.skinnytaste.com/wp-content/uploads/2019/03/Chicken-Parmesan-Lasagna-2-2.jpg,"['Freezer Meals', 'Gluten Free', 'Kid Friendly']",9,454,This easy Chicken Parmesan Lasagna is a combination of two classic dishes. It’s the perfect family-friendly dish to feed a large crowd!
912,Thin Tortilla Pizza,https://www.skinnytaste.com/wp-content/uploads/2019/04/Easy-Tortilla-Thin-Crust-Pizza-4.jpg,"['Gluten Free', 'Kid Friendly', 'Under 30 Minutes', 'Vegetarian Meals']",5,118,"This easy tortilla pizza recipe is delicious, low-calorie and quick to whip up for lunch. Just add your favorite pizza toppings, ready in under 15 minutes!"
913,Tex Mex Migas,https://www.skinnytaste.com/wp-content/uploads/2019/04/Tex-Mex-Migas-9.jpg,"['Gluten Free', 'High-Fiber Recipes', 'Kid Friendly', 'Under 30 Minutes', 'Vegetarian Meals']",5,326,"Migas is a popular Tex Mex breakfast dish made with chopped corn tortillas, cheese, tomatoes, jalapeños, and onions. I serve it plated with tortillas on the side, but they can also be wrapped in a tortilla, taco style."
914,Chicken and Asparagus Lemon Stir Fry,https://www.skinnytaste.com/wp-content/uploads/2014/03/Chicken-and-Asparagus-Lemon-Stir-Fry-4.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Kid Friendly', 'Low Carb', 'Under 30 Minutes', 'Whole30 Recipes']",2,268,"This quick weeknight Chicken and Asparagus Lemon Stir Fry is perfect for spring, made with lean chicken breast, asparagus, fresh lemon, garlic and ginger."
915,The Best Turkey Meatloaf Recipe,https://www.skinnytaste.com/wp-content/uploads/2009/02/turkey-meatloaf-8.jpg,"['Freezer Meals', 'Gluten Free', 'Kid Friendly']",3,259,Turkey meatloaf is a favorite in our house! This healthy ground turkey meatloaf recipe is a staple in my home! Easy and delicious.
916,BBQ Chicken Quesadilla,https://www.skinnytaste.com/wp-content/uploads/2019/04/BBQ-Quesadilla-1-2.jpg,"['High-Fiber Recipes', 'Kid Friendly', 'Under 30 Minutes']",6,325,"This BBQ Chicken Quesadilla is a fun twist on a traditional quesadilla. Made with chicken breast, BBQ sauce, cheese, red onion and cilantro on a high fiber whole wheat tortilla."
917,Veggie Ham and Cheese Breakfast Egg Casserole,https://www.skinnytaste.com/wp-content/uploads/2014/05/Veggie-Ham-Egg-Cheese-Casserole-550x363.jpg,"['Freezer Meals', 'Gluten Free', 'Kid Friendly', 'Low Carb', 'Meal Prep Recipes']",3,152,Make this delicious and easy Veggie Ham and Cheese Breakfast Egg Casserole for brunch or make it ahead for meal prep for the week.
918,Honey Lemon Bars with Whole Wheat Shortbread Crust,https://www.skinnytaste.com/wp-content/uploads/2012/06/Skinny-Honey-Lemon-Bars-12.jpg,['Vegetarian Meals'],7,135,"Pucker Up! These sweet and tangy Honey Lemon Bars made with fresh lemon, lemon zest and honey and a whole wheat shortbread crust are a little lighter than traditional lemon bars, but are so tasty and hard to resist."
919,Freezer Breakfast Burritos,https://www.skinnytaste.com/wp-content/uploads/2019/03/breakfast-burritos-1-14.jpg,"['Air Fryer Recipes', 'Freezer Meals', 'High-Fiber Recipes', 'Kid Friendly', 'Meal Prep Recipes', 'Under 30 Minutes']",5,261,"These freezer breakfast burritos, stuffed with scrambled eggs, scallions, bell pepper, bacon and cheese, are a great way to start the day! Make them ahead and freeze them for meal prep so you can have them ready any day of the week."
920,Heather’s Buddha Bowl,https://www.skinnytaste.com/wp-content/uploads/2019/03/Heather_s-Buddha-Bowl-9-1.jpg,"['Dairy Free Recipes', 'Gluten Free', 'High-Fiber Recipes', 'Vegetarian Meals']",7,372,"This easy Buddha Bowl is made with roasted broccoli, butternut squash, and onions piled on top of whole grain rice and topped with sliced avocado, a sunny-side fried egg, and crunchy pecans."
921,Hard Boiled Eggs,https://www.skinnytaste.com/wp-content/uploads/2017/04/Perfect-Instant-Pot-Eggs-1-2.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Kid Friendly', 'Low Carb', 'Under 30 Minutes', 'Whole30 Recipes']",0,77,"If you want to know how to hard boil eggs, this foolproof stove top method has you covered. It makes perfect hard boiled eggs every time!"
922,Swiss Chard Eggs Benedict,https://www.skinnytaste.com/wp-content/uploads/2019/03/Swiss-Chard-Eggs-Benedict-8.jpg,"['Dairy Free Recipes', 'Gluten Free', 'High-Fiber Recipes', 'Under 30 Minutes']",3,244,"I love this lighter take on Eggs Benedict made with Canadian bacon, Swiss chard and poached eggs on a whole wheat English muffin. Perfect for breakfast or brunch!"
923,Apricot-Rum Glazed Spiral Ham,https://www.skinnytaste.com/wp-content/uploads/2017/04/Apricot-Rum-Glazed-Spiral-Ham.jpg,"['Dairy Free Recipes', 'Gluten Free', 'High Protein Recipes', 'Kid Friendly']",5,145,"Apricot-Rum Glazed Spiral Ham is perfect for the Holidays, and easy since the ham is already cooked you’re basically just heating it up and adding your own glaze."
924,Green Bean Salad,https://www.skinnytaste.com/wp-content/uploads/2009/03/Green-Bean-Salad-8.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Low Carb', 'Under 30 Minutes', 'Vegetarian Meals', 'Whole30 Recipes']",3,176,"One of my favorite ways to enjoy green beans–in a chilled green bean salad! The delicious flavors of these balsamic green beans made with black olives, scallions and eggs complement any meal or holiday potluck."
925,Yogurt Waffles,https://www.skinnytaste.com/wp-content/uploads/2019/03/Yogurt-Waffles-5.jpg,"['Freezer Meals', 'Gluten Free', 'Kid Friendly', 'Meal Prep Recipes', 'Under 30 Minutes']",5,195,Whip up these protein-packed yogurt waffles for breakfast & freeze the rest for easy meal prep! A simple recipe that makes fluffy waffles you’ll love.
926,Sesame Crusted Tuna Steak on Arugula,https://www.skinnytaste.com/wp-content/uploads/2008/03/Sesame-Tuna-1-7.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Low Carb', 'Under 30 Minutes']",6,290,Sesame Crusted Tuna Steak on Arugula drizzled with a balsamic soy-ginger vinaigrette –all I can say is yum! This is an easy main course salad or appetizer.
927,White Bean Turkey Chili,https://www.skinnytaste.com/wp-content/uploads/2008/03/white-bean-chili-6.jpg,"['Freezer Meals', 'Gluten Free', 'High-Fiber Recipes', 'Kid Friendly']",5,307,"A delicious, creamy White Bean Turkey Chili recipe made with canned white beans, ground turkey, aromatics and spices – no tomatoes!"
928,Shrimp Scampi with Broccoli Orzo,https://www.skinnytaste.com/wp-content/uploads/2019/03/Shrimp-Scampi-with-Broccoli-Orzo-3.jpg,"['Gluten Free', 'Kid Friendly', 'Under 30 Minutes']",7,282,This quick and easy Shrimp Scampi with Broccoli Orzo is a dish the whole family will love and it’s ready in under 30 minutes!
929,Slow Cooker Split Pea Soup,https://www.skinnytaste.com/wp-content/uploads/2019/03/Slow-Cooker-Split-Pea-Soup-5.jpg,"['Dairy Free Recipes', 'Freezer Meals', 'Gluten Free', 'High-Fiber Recipes', 'Kid Friendly', 'Slow Cooker Recipes']",2,325,"Making Split Pea Soup in the Slow Cooker is so easy and perfect for busy weeknight meals. It’s also freezer friendly, so you can make a batch and freeze the leftovers for another night."
930,Broccoli and Cheese Stuffed Chicken (Oven or Air Fryer),https://www.skinnytaste.com/wp-content/uploads/2009/04/Chicken-Roll-Ups-with-Broccoli-_-Cheese-18.jpg,"['Air Fryer Recipes', 'Freezer Meals', 'Gluten Free', 'Kid Friendly']",2,430,"Broccoli and Cheese Stuffed Chicken breasts are filled with cheddar and broccoli, then rolled up, breaded and baked in the oven or air fryer!"
931,Seattle Smoked Salmon Chowder,https://www.skinnytaste.com/wp-content/uploads/2019/02/Smoked-Salmon-Chowder-9.jpg,"['High-Fiber Recipes', 'Pressure Cooker Recipes']",8,377,"This creamy Smoked Salmon Chowder is truly comfort food in a bowl! Made with hot-smoked salmon (full of heart-healthy fats) and a ton of nutrient-packed veggies (onion, celery, carrots, potatoes, corn and cauliflower), it’s a good-for-you soup the whole family will love. Stove top and Instant Pot directions provided."
